hscode,hsdesc,latest_export_usd_mn,growth_5yr_pct,cagr_pct,volatility_pct,momentum_score
2303,"RESDUS OF STRCH MNUFCTR AND SMLR RESDUS     BEETPULP,BAGASSE AND OTHR SUGR MNUFCTR WSTE     BRWNG/DSTLNG DRGS AND WSTE W",165.97,1900.79,111.50,87.90,59.55
6105,"MENS/BOYS SHIRTS,KNITTED/CROCHETED",699.57,8.12,1.97,9.17,59.42
9025,"HYDROMETERS AND SMLR FLOATING INSTRUMENTS,  THERMOMETERS,PYROMETERS ETC,RCORDNG/NT AND  ANY CMBNTN OF THESE INSTRMNTS",73.32,67.59,13.78,3.14,59.29
2905,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED,   SULPHONATED, NITRATED OR NITROSATED       DERIVATIVES",515.11,12.65,3.02,9.50,59.24
3006,MISCELLANEOUS PHARMACEUTICAL GOODS,284.65,19.46,4.54,7.02,59.06
3206,OTHR COLOURNG MATTER INORGANIC PRDCT OF   KIND USED AS LUMINPHORS W/N DFND CHMCLLY,276.26,15.65,3.70,5.27,58.97
3823,INDSTRL MONOCARBOXYLC FATY ACIDS ACID OILSFROM REFINING INDUSTRIAL FATTY ALCOHOL,470.00,38.78,8.54,29.78,58.93
6802,WRKD MONMNT/BLDG STONE (EXCPT SLATE)ETC   EXCPT HDG 6801 MOSAIC CUBES ARTFCLY COLRD GRNLS ETC OF NATRL STONE (INCL SLATE,1170.11,-10.23,-2.66,5.11,58.88
1605,"CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC   INVERTEBRATES, PREPARED OR PRESERVED",714.91,1.73,0.43,6.93,58.87
8528,"RECEPTION APARATUS,WH/NOT INCORPRTNG RADIOBRODCST RECIVRS/SOUND/VIDEO RCORDNG/      REPRODUCING APARATUS,VIDEO MONITORS",203.04,161.64,27.18,81.91,58.84
8467,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF",244.82,30.40,6.86,9.74,58.80
6211,"TRCK SUITS,SKI SUITS AND SWMWEAR,OTHR GRMNTS",958.34,-2.41,-0.61,6.64,58.79
8480,"MOULDING BOXES FOR METAL FOUNDRY; MOULD   BASES; MOULDING PATTERNS; MOULDS FOR METAL (OTHER THAN INGOT MOULDS), METAL CA",240.32,26.20,5.99,8.02,58.78
3603,SAFETY FUSES; DETONATING CORDS; PERCUSSION OR DETONATING CAPS; IGNITERS; ELECTRIC  DETONATORS,112.43,174.70,28.74,17.04,58.77
8502,ELECTRIC GENERATING SETS AND ROTARY       CONVERTERS,751.44,7.10,1.73,10.05,58.71
6205,MENS OR BOYS SHIRTS,951.66,13.77,3.28,15.44,58.66
2712,"PETRLM JELLY,PRAFFIN WAX,MICR",135.86,35.85,7.96,5.93,58.63
0201,"MEAT OF BOVINE ANIMALS, FRESH AND CHILLED",141.55,99.14,18.79,17.39,58.61
8466,"PRTS AND ACCSSRS SUITBL FR USE WTH MCHNS OF HDG NOS8456 TO 8465,INCL WRK/TOOL  HOLDRS,SLF",259.06,11.70,2.80,3.10,58.43
8705,"SPCL PURPOSE MOTOR VHCLS(E.G.BRKDOWN      LORRIES,CRANE LORRIES,FIRE",192.25,235.72,35.36,107.41,58.39
3208,"PAINT VARNSHS (INCL ENML AND LACQR) BSD ON  SYNTIC PLYMR/CHMLY MDFD NATRL PLYMR,DSPRS OR DSLVD NON ACEUS MDUM SLTN IN VO",105.99,38.62,8.51,3.80,58.39
6203,"MENS OR BOYS SUITS,ENSEMBLES,JACKETS BLAZERS,TROUSERS,BIB AND BRACE OVERALLS BREECHES AND SHORTS(OTHER THAN SWIMWEAR)",1112.67,-2.04,-0.52,7.89,58.38
0711,VEGTABLS PROVISIONALLY PRESERVED BUT  UNSUITABLE IN THAT STATE FOR IMMEDIATE CONSUMPTION,121.50,49.33,10.54,8.08,58.11
