hscode,hsdesc,latest_import_usd_mn,growth_5yr_pct,export_offset_usd_mn,export_coverage_pct,dependence_score
8467,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF",599.60,36.09,244.82,40.83,61.93
7505,"NICKEL BARS, RODS, PROFILES AND WIRE",223.50,106.27,61.30,27.43,61.87
2814,"AMMONIA, ANHYDROUS OR IN AQUEOUS SOLUTION",1079.87,-31.55,7.31,0.68,61.85
8461,MCHN,189.21,85.69,19.25,10.17,61.40
3909,AMINO,889.21,9.88,210.17,23.64,61.34
8444,"MCHNS FR EXTRUDING,DRAWING,TEXTURING OR   CUTTING MAN",154.51,165.74,17.18,11.12,61.22
9403,OTHER FURNITURE AND PARTS THEREOF,637.27,64.74,1110.18,174.21,61.17
5402,"HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, WHETHER OR NOT TEXTURED",1016.23,23.61,634.37,62.42,60.96
2906,"CYCLIC ALCOHOLS AND THEIR HALOGENATED,    SULPHONATED, NITRATED OR NITROSATED       DERIVATIVES",321.72,107.66,265.53,82.53,60.89
1301,"LAC;NATURL GUMS,RESNS,GUM",311.56,63.83,104.66,33.59,60.76
2521,"LIMESTONE FLUX; LIMESTONE AND OTHER       CALCAREOUS STONES, OF A KIND USED FOR THE MANUFACTURE OF LIME OR CEMENT",689.51,7.63,71.62,10.39,60.68
3506,PRPD GLUES AND OTHR PRPD ADHSVS NES/INCLDD  PRDCTS FOR USE AS GLUES/ADHSVS PUT UP FOR RETL SALE AS GLUES/ADHSVS NT EXCDN,403.27,42.35,125.38,31.09,60.20
7605,ALUMINIUM WIRE,315.97,475.31,722.80,228.75,60.02
1207,"OTHER OIL SEEDS AND OLEAGINOUS FRUITS,    WHETHER OR NOT BROKEN",310.82,302.48,545.63,175.54,59.97
8209,"PLTES STIKS TIPS AND LIKE FOR TLS,UNMOUNTD  OF CERMETS",344.17,48.70,107.59,31.26,59.93
3912,"CELLULOSE AND ITS CHEMICAL DERIVATIVES,   NOT ELSEWHERE SPECIFIED OR INCLUDED, IN   PRIMARY FORMS",643.83,23.10,213.91,33.23,59.80
2522,"QUICKLIME, SLAKED LIME AND HYDRAULIC LIME, OTHER THAN CALCIUM OXIDE AND HYDROXIDE OF HEADING 2825",112.47,589.62,5.26,4.67,59.79
3906,ACRYLIC POLYMERS IN PRIMARY FORMS,808.14,10.37,249.29,30.85,59.49
8805,AIRCRAFT LAUNCHING GEAR; DECK,163.71,114.31,25.36,15.49,59.34
8408,COMPRESSION,685.77,51.24,1378.01,200.94,59.24
7902,ZINC WASTE AND SCRAP,251.84,32.96,2.08,0.82,59.16
3304,PRPNS FOR BEAUTY/MAKE UP FOR CARE OF SKN  (EXCPTNG MEDICAMNTS) INCLDG SUN SCREEN OR SUN TAN PEDICURE/MANICURE,483.51,44.53,295.69,61.15,59.16
8549,ELCTRICAL AND ELECTRONIC WASTE AND SCRAP,553.19,0.00,9.57,1.73,59.06
1520,"GLYCEROL, CRUDE; GLYCEROL WATERS AND      GLYCEROL LYES",154.54,69.73,2.96,1.92,58.99
7304,"TUBES, PIPES AND HOLLOW PROFILES,         SEAMLESS, OF IRON (OTHER THAN CAST IRON)  OR STEEL",890.26,18.02,530.31,59.57,58.84
8547,INSLTNG FTTNGS FR ELCTRCL MCHNS ETC.      ELECTRCL CONDUIT TUBING AND JOINTS THEROF   OFBSE MTL LINED WTH INSLTNG MATRL,307.95,45.42,71.57,23.24,58.83
8439,MCHNRY FR MKNG PULP OF FIBROUS CELLULOSIC MTRL/FR MKNG/FNSHNG PAPER/PAPERBOARD,222.84,69.87,64.75,29.06,58.74
3817,MXD ALKYLBENZEBES AND MXD ALKYLNAPHTHALENES OTHR THAN THOSE OF HDG NO. 2707/2902,468.12,4.15,3.70,0.79,58.73
3903,"POLYMERS OF STYRENE, IN PRIMARY FORMS",548.23,11.29,89.23,16.28,58.69
8529,PRTS SUITBL FR USE SOLELY/PRNCPLLY        WTH APPRTS OF HDGS NOS 8525 TO 8528,1576.28,-44.39,269.06,17.07,58.66
8427,FORK,255.67,89.31,142.99,55.93,58.64
9701,"PNTG DRNG AND PASTEL BY HAND,EXCL DRNG OF HDG 4906 AND EXCL HNDPRNT/HND DCRT  MNFTD  ARTCL COLLAGE, MOSAIC AND SMLR DCOR",192.75,313.09,134.74,69.91,58.41
3403,LUBRCTNG PRPNS AND PRPNS FR THE TRTMNT OF   TXTL MATRLS LETHR FURSKNS/OTHR MATRLS NT  CNTNG 70% MORE BY WT PETROLM OIL E,467.38,18.33,67.22,14.38,58.35
4016,OTHER ARTICLES OF VULCANISED RUBBER OTHER THAN HARD RUBBER,833.84,25.42,719.96,86.34,58.18
9003,"FRAMES AND MOUNTINGS FOR SPECTACLES,      GOGGLES OR THE LIKE, AND PARTS THEREOF",146.88,70.33,3.88,2.64,58.12
7607,ALMNM FOIL(W/N PRNTD/BCKD WTH PAPR        PAPRBOARD,786.19,11.91,342.88,43.61,58.05
4811,"PAPR PAPRBORD CELULOSE WADING AND WEBS OF CELULOSE FIBRS COATD IMPRGNTD ETC OTHR THNHDNG 4803,4809,4810",517.07,34.06,306.47,59.27,58.00
7801,UNWROUGHT LEAD,747.14,40.66,1260.90,168.76,57.98
7102,"DIAMONDS, WHETHER OR NOT WORKED, BUT NOT  MOUNTED OR SET",16408.69,-40.41,12444.30,75.84,57.98
5502,ARTIFICIAL FILAMENT TOW,97.24,165.08,0.01,0.02,57.97
3908,POLYAMIDES IN PRIMARY FORMS,699.35,-4.52,64.28,9.19,57.80
3206,OTHR COLOURNG MATTER INORGANIC PRDCT OF   KIND USED AS LUMINPHORS W/N DFND CHMCLLY,1078.78,-10.32,276.26,25.61,57.69
7226,FLT,195.76,46.92,13.18,6.73,57.62
2207,"UNDENATURED ETHYL ALCOHOL OF AN ALCOHOLIC STRENGTH BY VOLUME OF 80% VOL. OR HIGHER; ETHYL ALCOHOL AND OTHER SPIRITS, DEN",407.20,17.51,54.36,13.35,57.29
8415,"AIRCONDTNG MCHNS,CMPRSNG MOTR",884.44,11.67,540.09,61.07,57.21
7502,UNWROUGHT NICKEL,606.81,-18.26,8.69,1.43,57.07
3214,"GLAZIERS PUTTY, GRFTNG PUTTY RESIN CEMENTSMASTICS PNTRS FILLINGS ETC NON",199.80,52.56,29.66,14.84,56.83
0901,"COFFEE, WHETHER OR NOT ROASTED OR         DACAFFEINATED; COFFEE HUSKS AND SKINS;    COFFEE SUBSTITUTES CONTAINING COFFEE",316.34,141.21,1405.88,444.43,56.71
3910,SILICONES IN PRIMARY FORMS,395.88,20.16,66.59,16.82,56.55
8908,VSSLS AND OTHR FLOATNG STRCTRS FR BREAKNG UP,556.75,-32.69,0.00,0.00,56.51
2202,"WTRS,INCL MNRL WTRS,ARTD WTRS,CNTNG ADDED SUGAR/SWTNG MTR/FLVRD,OTHR NON ALCHLC BVRG NT INCL FRUIT,NUT/VEG JUICE OF 2009",266.43,48.98,86.70,32.54,56.50
8531,ELCTRC SOUND/VISUAL SIGNLLNG APPRTS(E.G.  BELLS SIRENS ETC.)OTHR THN THOSE OF       HDG NO.8512/8530,292.80,40.89,82.16,28.06,56.48
8438,"MCHNRY,N.E.S.,FR INDSTRL PRPTN/MNFCTR OF  FOOD/DRNK,EXCL MCHNRY FR EXTRCTN/PRPRTN OFANML/FXD VGTBL FATS/OILS",325.04,60.31,264.69,81.43,56.41
9101,WRIST,123.47,104.68,10.31,8.35,56.31
8108,"TITANIUM AND ARTICLES THEREOF, INCLUDING  WASTE AND SCRAP",168.33,56.63,12.93,7.68,56.03
8452,"SEWNG MCHNS,EXCL BOOK",363.68,21.54,65.79,18.09,55.97
4202,"TRUNKS, SUIT",504.32,58.75,1591.18,315.51,55.93
3823,INDSTRL MONOCARBOXYLC FATY ACIDS ACID OILSFROM REFINING INDUSTRIAL FATTY ALCOHOL,965.91,1.83,470.00,48.66,55.90
2309,PREPARATIONS OF A KIND USED IN ANIMAL     FEEDING,712.17,17.93,494.90,69.49,55.79
9506,"ARTCLS AND EQPMNT FR GYMNSTCS,ATHLTCS,OTHR  SPORTS(INCL TABLETENNIS)/OUTDOOR GAMES,   N.E.S.;SWIMMING POOLS AND PADDLING",373.11,37.16,201.87,54.10,55.67
2929,COMPOUNDS WITH OTHER NITROGEN FUNCTION,336.70,14.10,34.31,10.19,55.47
8456,MCHN,278.74,21.65,18.94,6.79,55.42
3811,ANTI,406.56,46.89,417.12,102.60,55.31
2520,GYPSUM ANHYDRITE PLASTERS (WTH CAL GYPSUM OR CAL SLPHT)W/N CLRD WTH/WTHOUT SMALL    QUANTITIES OF ACCELERATORS/RETARDERS,206.72,30.29,7.34,3.55,55.14
3303,PERFUMES AND TOILET WATERS,208.87,177.42,285.48,136.68,55.14
2710,PETROLEUM OILSAND OILS OBTND FRM BITMNS     MNRLOTHER THAN CRUDE PRPN NES;CNTNG70% OR MOREBY WEIGHT OF THESE OILS,9319.65,-6.71,52973.29,568.40,54.99
8475,"MCHNS FR ASSMBLNC ELCTRC/ELCTRNC LAMPS,   TUBES/VALVE/FLASH",195.16,106.91,147.70,75.68,54.96
7019,"GLSS FBRS(INCL GLSS WOOL) AND ARTCL THEROF  (E.G. YARN,ROVINGS, WOVN FBRCS)",452.57,23.31,204.04,45.08,54.76
2617,OTHER ORES AND CONCENTRATES,83.51,314.57,2.18,2.62,54.73
8516,ELCTRC WTR AND IMRSN HTR ; ELCTRC SPACES AND  HTNG APRTS;ELCTRO THRMIC HAIR DRSSNG APRTSANDHND DRYRS;SMLR ELCTRC APLNCS,551.67,4.13,145.92,26.45,54.71
8506,PRIMARY CELLS AND PRIMARY BATTERIES,122.42,94.05,14.49,11.84,54.69
6815,ARTCLS OF STON/OF OTHR MNRL SUBSTNCS(INCL CRBN FIBR ARTCLS OF CRBN FIBR AND PEAT)N.E.S,371.59,26.68,133.61,35.96,54.61
7506,"NICKEL PLATES, SHEETS, STRIP AND FOIL",137.57,64.45,9.31,6.77,54.60
2804,"HYDROGEN, RARE GASES AND OTHER NON",473.89,-10.59,14.00,2.95,54.55
2840,BORATES; PEROXOBORATES (PERBORATES),120.95,77.87,8.51,7.04,54.46
4804,UNCOTD KRFT PAPR AND PAPRBORD IN ROLS OR  SHEETS OTHR THAN HEDNG NO. 4802/4803,290.76,40.15,115.62,39.76,54.36
2933,HETEROCYCLIC COMPOUNDS WITH NITROGEN,2348.21,-7.74,4363.38,185.82,54.23
2915,"SATRTD ACYLC MONOCRBOXYLIC ACIDS AND THR    ANHYDRTDS,HALIDS,PEROXIDS AND PEROXY ACIDS; THR HALGNTD SLPHNTD NITRTD/NITRS",1439.03,-37.08,687.99,47.81,54.10
2008,"FRUITS NUTS AND OTHER EDIBLE PARTS OF       PLANTSOTHRWISE PREPD/PRSVD, W/N SWEETND N.E.S.",195.92,282.52,365.96,186.79,54.08
5407,WOVN FBRCS OF SYNTHTC FILAMENT YARN INCL  WOVN FBRCS OBTND FROM MTRLS OF HDG NO.5404,408.67,49.93,873.54,213.75,53.87
6310,"USD/NEW RAGS,SCRP TWNE,CORDGE,ROPE AND      CBLS AND WORN OUT ARTCLS OF TWNE,CORDGE,    ROPE/CBLS,OF TEXTILE MATERIALS",271.33,16.25,20.95,7.72,53.77
8112,"Be, Cr, Hf, Re, TI, Cd, Ge, V, Ga, In AND Nb (Nb)ARTICLES OF THESE METALS, INCLUDING WASTE AND SCRAP",87.68,201.16,5.11,5.83,53.72
8502,ELECTRIC GENERATING SETS AND ROTARY       CONVERTERS,249.94,125.72,751.44,300.65,53.64
8512,ELECRCL LIGTNG/SIGNALLING EQPMNT          (EXCL ARTCLS OF HD NO.8539)WIND SCRN ETC  USED FOR CYCLES/MOTOR VEHICLES,539.02,12.89,300.25,55.70,53.52
3916,MNFILMNT OF WHICH ANY CROSS,152.80,77.75,44.11,28.87,53.47
4802,"UNCOTD PAPR AND PAPRBORD FOR WRTNG,PRNTNG ORGRPHIC PRPSES,PNCH CRD STCKANDPNCH TPE PAPR OF HDNG 4801/4803 ; HND",234.30,80.89,291.13,124.26,53.31
8905,LIGHT,1618.57,-29.98,1302.63,80.48,53.29
2818,"ARTIFICIAL CORUNDUM, WHETHER OR NOT       CHEMICALLY DEFINED; ALUMINIUM OXIDE;      ALUMINIUM HYDROXIDE",1190.88,3.86,1700.55,142.80,53.02
8545,"CRBN ELCTRDS,CRBN BRSHS,LAMP CRBNS ETC.   OTHR ARTCLS OF GRAPHITE/OTHR CRBN,WTH/    WTHOUT MTL OF A KND USED FOR ELCTRCL",337.67,40.04,264.60,78.36,53.01
2842,"OTHER SALTS OF INORGANIC ACIDS   OR       PEROXOACIDS,EXCLUDING AZIDES",105.97,138.81,19.38,18.29,52.98
8448,"AUXLRY MCHNRY USD WTH MCHNS OF HDG 8444,  8445,8446/8447;PRTS AND ACCSSRS USD WTH     THIS HDG/OF HDG 8444,8445,8446/844",479.22,5.95,133.65,27.89,52.96
1801,"COCOA BEANS, WHOLE OR BROKEN, RAW OR      ROASTED",117.99,61.87,2.33,1.98,52.93
3208,"PAINT VARNSHS (INCL ENML AND LACQR) BSD ON  SYNTIC PLYMR/CHMLY MDFD NATRL PLYMR,DSPRS OR DSLVD NON ACEUS MDUM SLTN IN VO",314.64,27.89,105.99,33.69,52.89
8441,"OTHER MACHINERY FOR MAKING UP PAPER PULP, PAPER OR PAPERBOARD, INCLUDING CUTTING    MACHINES OF ALL KINDS",336.03,12.29,67.35,20.04,52.89
5002,RAW SILK (NOT THROWN),147.05,34.00,0.25,0.17,52.78
7612,"ALMNM CSKS,DRMS,CANS ETC(INCL CLPSBL TBLR CONTNRS)FR ANY MTRL(EXCL GAS),OF<=300L,W/ NW/N LIND BUT NT FTD WTH MHCHNCL/THR",131.70,301.81,73.40,55.73,52.74
4705,WOOD PULP OBTAINED BY A COMBINATION OF    MECHANICAL AND CHEMICAL PULPING PROCESSES,309.39,-5.11,0.00,0.00,52.60
3810,"PICKLING PREPARATIONS FOR METAL SURFACES; FLUXES AND OTHER AUXILIARY PREPARATIONS   FOR SOLDERING, BRAZING OR WELDING; S",122.33,80.15,20.15,16.47,52.50
7210,FLT,923.57,2.43,822.32,89.04,52.33
3917,"TUBES, PIPES AND HOSES, AND FITTINGS      THEREFOR (FOR EXAMPLE, JOINTS, ELBOWS,    FLANGES), OF PLASTICS",352.12,36.34,313.43,89.01,52.21
4805,"OTHER UNCOATED PAPER AND PAPERBOARD, IN   ROLLS OR SHEETS, NOT FURTHER WORKED OR    PROCESSED THAN AS SPECIFIED",255.72,37.83,113.89,44.54,52.08
2716,ELECTRICAL ENERGY,308.77,69.83,1368.26,443.13,51.62
2937,"HORMONES, PROSTAGLANDINS, THROMBOXANES AND LEUKOTRIENES, NATURAL OR REPRODUCED BY   SYNTHESIS; DERIVATIVES AND STRCTRAL",418.97,24.10,328.97,78.52,51.39
3905,"POLYMERS OF VINYL ACETATE OR OF OTHER     VINYL ESTERS, IN PRIMARY FORMS; OTHER     VINYL POLYMERS IN PRIMARY FORMS",444.07,-10.14,55.45,12.49,51.34
9004,"SPECTACLES, GOGGLES AND THE LIKE,         CORRECTIVE, PROTECTIVE OR OTHER",120.65,95.44,34.31,28.44,51.16
2529,FELSPAR LEUCITE NEPHELINE AND NEPHELINE     SYENITE FLUORSPAR,170.60,62.37,72.73,42.63,51.14
7307,"TUBE OR PIPE FITTINGS (FOR EXAMPLE,       COUPLINGS, ELBOW SLEEVES), OF IRON OR     STEEL",437.37,39.39,1152.21,263.44,51.04
8465,MCHN,179.18,48.03,51.75,28.88,51.02
0907,"CLOVES (WHOLE FRUIT, CLOVES AND STEMS)    CLOVES (WHOLE FRUIT, CLOVES AND STEMS):",181.79,29.17,14.76,8.12,51.01
2811,OTHER INORGANIC ACIDS AND OTHER INORGANIC OXYGEN COMPOUNDS OF NON,178.95,70.08,111.91,62.54,50.99
9001,"OPTCL FIBR AND OPTCL FIBR BUNDLS ETC;SHTS AND PLTS OF POLRSNG MTRL;LNSS;PRSMS,MIRRORS   AND OTHR OPTCL ELMNTS OF ANY MTR",374.21,40.80,733.35,195.97,50.91
7018,"GLS BEADS,IMTN PRLSANDPRCS STNS,SMLR ARTCLS EXCL IMTN JWLRY;GLS EYES;STATUETTSANDOTHR   SMLR GLS;GLS MICROSCOPES WTH DIA",146.68,56.93,33.17,22.61,50.89
5101,WOOL NOT CARDED OR COMBED,230.65,3.55,0.67,0.29,50.89
6406,"PRTS OF FTWEAR RMVBL IN SOLES,HEEL CUSHNS AND SMLR ARTCLS;GAITRS LEGGINGS AND SMLR      ARTICLES, AND PRTS THEREOF",194.91,90.49,271.61,139.35,50.79
8508,VACUUM CLEANERS,124.27,46.46,6.40,5.15,50.55
8430,"OTHR MOVNG,GRDNG,LEVLNG,SCRPNG,EXCVTNG,   TMPNG,CMPCTNG,EXTRCTNG/BORNG MCHNRY,FR    EARTH,MNRLS/ORES;PILE",485.74,8.76,286.80,59.04,50.45
0808,"APPLES, PEARS AND QUINCES, FRESH",348.07,-15.47,16.06,4.61,50.36
2916,"UNSATURATED ACYCLIC MONOCARBOXYLIC ACIDS, CYCLIC MONOCARBOXYLIC ACIDS, THEIR        ANHYDRIDES, HALIDES, PEROXIDES AND P",870.16,-42.63,362.72,41.68,50.12
8302,"BASE METAL MOUNTINGS, FITTINGS AND SIMILAR ARTICLES SUITABLE FOR FURNITURE, DOORS,  STAIRCASES, WINDOWS, BLINDS, COACHWO",555.68,6.65,453.47,81.61,50.08
3402,ORGNC SURFACE,493.40,23.23,643.56,130.43,50.03
7104,"SYNTHETIC OR RECONSTRUCTED PRECIOUS OR    SEMIPRECIOUS STONES, WHETHER OR NOT WORKED OR GRADED BUT NOT STRUNG, MOUNTED O",1156.87,-21.03,1227.98,106.15,50.03
3215,"PRINTING INK, WRITING OR DRAWING INK AND  OTHER INKS, WHETHER OR NOT CONCENTRATED OR SOLID",266.60,41.60,234.01,87.78,50.02
3808,"INSCTCDS,RDNTCDS,FNGCDS,HRBCDS,ANTSPROUTNGPRDCTS AND PLNTGRWTH RGLTRS",1534.00,-14.62,3870.78,252.33,50.02
4801,"NEWSPRINT, IN ROLLS OR SHEETS",305.71,-11.32,4.25,1.39,49.75
3404,ARTIFICIAL WAXES AND PREPARED WAXES,227.34,30.29,88.54,38.95,49.52
3507,ENZYMES; PREPARED ENZYMES NOT ELSEWHERE   SPECIFIED OR INCLUDED,233.09,31.91,108.65,46.61,49.49
2825,"HYDRAZINE AND HYDROXYLAMINE AND THEIR     INORGANIC SALTS; OTHER INORGANIC BASES;   OTHER METAL OXIDES, HYDROXIDES AND P",351.69,8.98,141.06,40.11,49.44
4809,"CRBN,SLF",53.46,854.74,0.63,1.18,49.37
8418,"RFRGRTRS,FRZRS AND OTHR RFRGRTNG/FRZNG      EQPMNT,ELCTRC/OTHR;HT PUMPS EXCL AIR      CONDTNG MCHNS OF HDG NO.8415",641.80,-8.44,356.94,55.62,49.32
9405,LUMINAIRES AND LIGHTING FTTNGS INCL SEARCH LIGHT AND SPOTLIGHT ETC N.E.S.ILLUMINATD SIGN AND THE LIKE WTH PRMNANT LGHT SORC,465.36,9.01,315.56,67.81,49.29
8707,"BODIES (INCLUDING CABS), FOR THE MOTOR    VEHICLES OF HEADINGS 8701 TO 8705",162.71,48.57,54.76,33.65,49.27
2524,ASBESTOS,218.68,-2.02,0.17,0.08,49.19
3004,"MDCMNTS (EXCL ITMS OF 3002,3005 / 3006)   FR THRPUTC/PRPHYLCTC USES IN MEASURD      DOSESOR IN PCKNGS FR RTL SALE",1629.18,-8.30,21866.01,1342.14,49.14
8309,"STPPRS,CAPS ETC INCL CROWN CORKS,SCRW     CAPSETC CAPSLS FR BOTLS,THRD BUNGS,BUNG   COVRS,SEALS AND OTHR PCKNG ACCSSRS,O",152.04,87.43,129.71,85.31,49.14
7222,"OTHER BARS AND RODS OF STAINLESS STEEL;   ANGLES, SHAPES AND SECTIONS OF STAINLESS  STEEL",189.90,131.03,1119.22,589.36,49.14
3921,"OTHER PLATES, SHEETS, FILM, FOIL AND      STRIP, OF PLASTICS",541.19,4.91,411.77,76.09,49.07
2921,AMINE,939.42,-5.30,1212.54,129.07,49.04
8904,TUGS AND PUSHER CRAFT,264.45,40.43,247.19,93.47,48.99
8603,SELF,56.20,380.61,1.31,2.33,48.94
1806,CHOCOLATE AND OTHER FOOD PREPARATIONS     CONTAINING COCOA,161.42,95.63,186.88,115.78,48.88
7110,PLTNM UNWRGHT/SEMI MNFCTRD/PWDR FORMS,419.71,-16.93,78.92,18.80,48.83
3701,"PHOT PLTS AND FLM IN FLT,SENSTSD,UNEXPSD,   OF ANY MTRL OTHR THN PAPR,PAPRBRD/TXTL;   INSTANT PRNT FLM,FLT SNSTSD,UNEXPS",174.44,25.48,17.29,9.91,48.81
6805,NATRL/ARTFCL ABRSV PWDR ETC OF TXTL MATRLSOF PAPR/PAPERBOARD W/N CUT TO SHAPE ETC,153.00,27.23,8.45,5.53,48.79
8546,ELECTRICAL INSULATORS OF ANY MATERIAL,173.31,81.85,194.54,112.25,48.73
8301,"PDLCKS LOCKS(KEY ETC) OF BASE MTL;CLSPS AND FRMS WTH CLSPS,INCRPRTNG LCKS,OF BASE     MTL;KEYS FOR FRGNG ARTCLS OF BASE",213.08,40.43,130.54,61.26,48.66
9504,"V/GAME  MACH, PARLOUR GAME AND PRTBL,BILLIARD, CASINO AND AUTO BOWLING , MACH BY COIN, B/ NOTE,CARD, TOKEN/ OTHR PMT MODE",111.91,103.64,46.75,41.77,48.61
3302,MXTR/SLTN OF ODORFRS SBSTNS OF A KIND USD AS RAW MTRL IN INDSTRY AND PRPRTN FR MNFCTR OF BEVRGS,270.30,48.92,538.52,199.23,48.56
2907,PHENOLS; PHENOL,620.67,-25.07,282.46,45.51,48.38
7320,"SPRINGS AND LEAVES FOR SPRINGS, OF IRON OR STEEL",186.11,44.12,97.31,52.29,48.00
9014,DIRECTION FINDING COMPASSES; OTHER        NAVIGATIONAL INSTRUMENTS AND APPLIANCES,137.61,137.62,166.94,121.31,47.90
2519,NATRL MAG CARB(MAGNESITE) FUSED           MAGNESIA DEAD,189.63,7.84,7.05,3.72,47.69
2836,CARBNTS;PEROXO CARBNTS (PERCARBNTS);CMMRCLAMMONIUM CARBONATE CONTNG AMMONIUM CARBMTS,370.00,2.18,126.89,34.29,47.69
3911,"PETROLEUM RESINS, COUMARONE",258.36,14.76,89.31,34.57,47.59
8714,PRTS AND ACCSSRS OF VHCLS OF HDG 8711,645.12,6.00,1268.72,196.66,47.49
2932,HTRCYCLC CMPNDS WTH OXYGN HTR,535.28,1.62,436.65,81.57,47.27
7103,PRCS(EXCL DIMONDS)AND SEMI PRCS SOTNS W/N   WRKD/GRD NT STRNG MNTD/SET UNGRD PRCS/SEMIPRCS STONES TMPRLY STRNG FR TRNSPR,822.36,-57.82,458.74,55.78,47.14
0810,"OTHER FRUIT, FRESH",157.00,62.68,123.33,78.55,47.06
2922,OXYGEN,804.70,-27.91,707.88,87.97,46.93
2610,CHROMIUM ORES AND CONCENTRATES,85.40,50.43,1.05,1.23,46.79
8807,"PARTS OF GOODS OF HEADING 8801,8802 OR 8806",767.10,0.00,1553.91,202.57,46.68
2926,NITRILE,471.90,-40.79,110.94,23.51,46.60
6804,"MLSTN ETC WTHT FRMWRKS FR GRNDNG ETC,HND",290.40,3.15,69.00,23.76,46.53
5504,"ARTIFICIAL STAPLE FIBRES, NOT CARDED,     COMBED OR OTHERWISE PROCESSED FOR",240.46,28.03,173.26,72.05,46.33
2903,HALOGENATED DERIVATIVES OF HYDROCARBONS,769.49,-54.19,459.14,59.67,46.21
2939,ALKLDS NATRL/RPRDCD BY SYNTHSIS AND   THR SLTS ETHRS ESTRS AND OTHR DRVTVS,143.27,132.02,379.59,264.95,46.18
9024,"MCHNES AND APLNCS FR TSTNG THE HRDNSS,      STRNGTH,ELSTCTY,COMPRSSBLTY ETC OF MATRLS",126.29,48.12,34.87,27.61,46.17
6204,"WOMENS OR GIRLS SUITS, ENSEMBLES,       JACKETS, BLAZERS, DRESSES, SKIRTS, DIVIDED SKIRTS, TROUSERS, BIB AND BRACE OVE",215.05,65.51,3066.08,1425.72,46.07
8202,HND SAWS;BLDES FOR SAWS OF ALL KINDS      (INCLD SLITNG SLOTNG OR TOTHLES SAW BLADES,213.13,0.31,17.40,8.17,46.00
0302,"FISH, FRESH OR CHILLED, EXCLUDING FISH FILLETS AND OTHER FISH MEAT OF HEADING 0304",95.07,114.04,45.54,47.90,45.97
8437,"MCHN FR CLNG,SRTNG SEED,GRAIN/LGMNS VGTBL;MCHNRY FOR MLNG INDSTRY/FR WRKNG OF CRL/  DRIED LGMNS VEGTBLS,EXCL FARM",207.58,21.72,87.77,42.28,45.85
9019,MCHNO,340.55,-71.79,28.16,8.27,45.47
2807,SULPHURIC ACID; OLEUM,249.83,6.58,69.98,28.01,45.44
4806,VEG PRCHMNT GRESEPROOF PAPRS TRACNG PAPRS AND GLASINE AND OTHR GLAZD TRANSPERNT OR    TRANSLUCNT PAPR IN RELS/SHEETS,119.12,33.50,10.71,8.99,45.44
4104,TANED/CRUST HIDE AND SKIN OF BVNE(INCLDING  BUFFALO) OR EQUINE ANIMAL WITHOUT HAIR WONSPLT BUT NT FURTHER PREPARED,136.95,18.52,2.60,1.90,45.36
3207,"PRPRD PGMNTS OPACIFIR COLRS VTRIFIBL ENML AND GLAZ ENGOBS LQD LUSTR AND SMLR PRPN USD   INCRMIC.ENMLG/GLS INDSTY,FRIT IN",205.19,8.44,46.04,22.44,45.16
8436,"OTHR AGRCLTRL,HRTCLTRL,POLTRY/BEE",112.43,61.42,41.60,37.00,45.12
8511,ELCTRCL IGNTN/STRTNG EQPMNT FR SPRK,385.87,10.36,475.96,123.35,44.98
2918,CRBOXYLC ACDS WTH ADDTNL OXYGN FNCTN      ANHYDRDS HALDS PEROXIDES AND PEROXYACSDS    THRHALGNTD SLPHNTD NITRTD/NITRSTD,560.98,-4.46,707.50,126.12,44.88
3301,"ESNL OLS (CNCRTS/ABSLTS);RSNDS,EXTRTD     OLORGN,CNCNTRTS IN FATS ETC;TRPNC BY",385.76,18.90,898.82,233.00,44.81
9033,"PRTS AND ACCESSORIES FR MACHINES,APPLIANCES,INSTRUMENTS/APPARATUS OF CHAPTER 90,NES",189.04,30.03,98.25,51.98,44.81
3923,ARTCLS FOR THE CNVYNCE/PCKNG OF GOODS     STOPRS LIDS CAPS AND OTHR CLSRS OF PLSTCS,435.72,13.73,1208.66,277.40,44.79
8425,PULLEY TACKLE AND HOISTS OTHER THAN SKIP  HOISTS;,137.14,61.06,91.12,66.44,44.61
1209,"SEEDS, FRUIT AND SPORES, OF A KIND USED   FOR SOWING",191.65,36.85,165.71,86.47,44.53
8429,SLF,511.41,8.77,1768.69,345.84,44.33
2615,"NIOBIUM, TANTALUM, VANADIUM OR ZIRCONIUM  ORES AND CONCENTRATES",156.54,-0.11,0.00,0.00,44.33
2934,"MUCIEIC ACIDS AND THEIR SALTS W/N CHEMICALLYDEFINED , OTHER",762.12,-31.73,887.71,116.48,44.31
2835,"PHOSPHINATES (HYPOPHOSPHITES),            PHOSPHONATES (PHOSPHITES) AND PHOSPHATES; POLYPHOSPHATES, WHETHER OR NOT CHEMI",182.52,12.24,41.87,22.94,44.21
3209,PAINT VARNSHS (INCL ENML AND LACQR) BSD ON  SYNTHTC PLYMR/CHMCLY MDFD NATRL POLYMR    DSPRS/DSLVD IN AQUEOUS MEDIUM,91.78,59.06,17.54,19.11,44.17
